date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:41:27	63609/63609	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Jul%202018%2014:40:32%20GMT	http://cdn.shopify.com/s/files/1/1534/3917/products/slim_ORIGINAL_cdcda5b5-7eef-4184-845d-ec1ca033fd1e_1024x1024.png?v=1529111319	C:/Users/user/Desktop/comida%20final/cdn.shopify.com/s/files/1/1534/3917/products/slim_ORIGINAL_cdcda5b5-7eef-4184-845d-ec1ca033fd1e_1024x1024b2b5.png	(from https://getup.com.pe/products/almuerzosycenasslim)
09:41:46	97060/97060	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Jul%202018%2014:41:30%20GMT	https://cdn.shopify.com/s/files/1/1534/3917/products/17916437_10158496903950287_1471525721_o_medium.png?v=1492366050	C:/Users/user/Desktop/comida%20final/cdn.shopify.com/s/files/1/1534/3917/products/17916437_10158496903950287_1471525721_o_medium75e7.png	(from https://getup.com.pe/products/trekking-lucumo)
09:42:10	2985/2985	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:d70ff22e0692f53047898899d502e48b	https://getup.com.pe/products/trekking-lucumo.oembed	C:/Users/user/Desktop/comida%20final/getup.com.pe/products/trekking-lucumo.oembed	(from https://getup.com.pe/products/trekking-lucumo)
09:42:46	565251/565251	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Jul%202018%2014:41:25%20GMT	http://cdn.shopify.com/s/files/1/1534/3917/products/17916437_10158496903950287_1471525721_o_grande.png?v=1492366050	C:/Users/user/Desktop/comida%20final/cdn.shopify.com/s/files/1/1534/3917/products/17916437_10158496903950287_1471525721_o_grande75e7.png	(from https://getup.com.pe/products/trekking-lucumo)
09:42:59	46125/46125	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Jul%202018%2014:42:48%20GMT	http://cdn.shopify.com/s/files/1/1534/3917/products/17916437_10158496903950287_1471525721_o_compact.png?v=1492366050	C:/Users/user/Desktop/comida%20final/cdn.shopify.com/s/files/1/1534/3917/products/17916437_10158496903950287_1471525721_o_compact75e7.png	(from https://getup.com.pe/products/trekking-lucumo)
09:43:05	99426/99426	---MCZ	200	added ('OK')	text/html	etag:cacheable:49faa6cc85a90711dc3adbd1a9a97e36	https://getup.com.pe/collections/all/s-21-s-50	C:/Users/user/Desktop/comida%20final/getup.com.pe/collections/all/s-21-s-50.html	(from https://getup.com.pe/products/trekking-lucumo)
09:43:19	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2001%20Jul%202018%2014:43:07%20GMT	https://www.facebook.com/sharer/sharer.php?u=https://getup.com.pe/products/trekking-lucumo&p[images][0]=products/17916437_10158496903950287_1471525721_o.png	C:/Users/user/Desktop/comida%20final/www.facebook.com/sharer/sharer.1fb0e1e.delayed	(from https://getup.com.pe/products/trekking-lucumo)
09:43:41	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2001%20Jul%202018%2014:43:22%20GMT	https://m.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fgetup.com.pe%2Fproducts%2Ftrekking-lucumo&p%5Bimages%5D%5B0%5D=products%2F17916437_10158496903950287_1471525721_o.png	C:/Users/user/Desktop/comida%20final/m.facebook.com/sharer/sharer.1fc9a83.delayed	(from https://getup.com.pe/products/trekking-lucumo)
09:43:41	2507127/2507127	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Jul%202018%2014:38:26%20GMT	http://cdn.shopify.com/s/files/1/1534/3917/products/zooom-3-slim_1024x1024.png?v=1529111319	C:/Users/user/Desktop/comida%20final/cdn.shopify.com/s/files/1/1534/3917/products/zooom-3-slim_1024x1024b2b5.png	(from https://getup.com.pe/products/almuerzosycenasslim)
09:44:03	106321/106321	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Jul%202018%2014:43:45%20GMT	https://cdn.shopify.com/s/files/1/1534/3917/products/17902933_10158497038600287_1375553541_o_1_medium.png?v=1492366714	C:/Users/user/Desktop/comida%20final/cdn.shopify.com/s/files/1/1534/3917/products/17902933_10158497038600287_1375553541_o_1_mediumd6a6.png	(from https://getup.com.pe/products/cycling-gastronomico)
